gw_id,istc_id,corpus_file,gw_url,istc_url
13012,ig00113090,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13012.htm,https://data.cerl.org/istc/ig00113090
13013,ih00420300,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13013.htm,https://data.cerl.org/istc/ih00420300
13014,ih00420435,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13014.htm,https://data.cerl.org/istc/ih00420435
13015,ih00420600,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13015.htm,https://data.cerl.org/istc/ih00420600
13016,ih00420700,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13016.htm,https://data.cerl.org/istc/ih00420700
13017,ih00420650,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13017.htm,https://data.cerl.org/istc/ih00420650
13018,ih00424500,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13018.htm,https://data.cerl.org/istc/ih00424500
13019,ih00425400,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13019.htm,https://data.cerl.org/istc/ih00425400
13020,ih00425300,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13020.htm,https://data.cerl.org/istc/ih00425300
13021,ih00420200,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13021.htm,https://data.cerl.org/istc/ih00420200
13022,ih00420350,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13022.htm,https://data.cerl.org/istc/ih00420350
13022,ih00420400,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13022.htm,https://data.cerl.org/istc/ih00420400
13025,ih00420450,horae-gw-corpus.csv,https://gesamtkatalogderwiegendrucke.de/docs/GW13025.htm,https://data.cerl.org/istc/ih00420450
