gw_id,gw_title,gw_heading,print_place_gw,year_from,year_to,language_statement_gw_title,istc_id,gw_url,istc_url,technical_note,corpus_file
13237,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). Paris: Thielmann Kerver [für die Brüder de Marnef und Gilles Remacle], 15.III.1500. 8°",Paris,1500,1500,,ih00405050,https://gesamtkatalogderwiegendrucke.de/docs/GW13237.htm,https://data.cerl.org/istc/ih00405050,,horae-gw-corpus.csv
13238,Horae ad usum Lexoviensem (Lisieux) (Almanach 1497–1520).,"Horae ad usum Lexoviensem (Lisieux) (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 28.IV.1500. 8°",Paris,1500,1500,,ih00345490,https://gesamtkatalogderwiegendrucke.de/docs/GW13238.htm,https://data.cerl.org/istc/ih00345490,,horae-gw-corpus.csv
13239,Horae ad usum Rothomagensem (Rouen) (Almanach 1497–1520).,"Horae ad usum Rothomagensem (Rouen) (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 28.IV.1500. 8°",Paris,1500,1500,,ih00419300,https://gesamtkatalogderwiegendrucke.de/docs/GW13239.htm,https://data.cerl.org/istc/ih00419300,,horae-gw-corpus.csv
13240,Horae ad usum Trecensem (Troyes) (Almanach 1497–1520).,"Horae ad usum Trecensem (Troyes) (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 25.VI.1500. 8°",Paris,1500,1500,,ih00427763,https://gesamtkatalogderwiegendrucke.de/docs/GW13240.htm,https://data.cerl.org/istc/ih00427763,,horae-gw-corpus.csv
13241,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 28.VI.1500. 8°",Paris,1500,1500,,ih00406000,https://gesamtkatalogderwiegendrucke.de/docs/GW13241.htm,https://data.cerl.org/istc/ih00406000,,horae-gw-corpus.csv
13242,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 27.VII.1500. 8°",Paris,1500,1500,,ih00406400,https://gesamtkatalogderwiegendrucke.de/docs/GW13242.htm,https://data.cerl.org/istc/ih00406400,,horae-gw-corpus.csv
1324250N,Horae ad usum Sarum (Salisbury) (Almanach 1488–1508).,"Horae ad usum Sarum (Salisbury) (Almanach 1488–1508). Paris: Philippe Pigouchet für Simon Vostre, 7.VIII.1500. 8°",Paris,1500,1500,,,https://gesamtkatalogderwiegendrucke.de/docs/GW1324250N.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden,horae-gw-corpus.csv
13243,Horae ad usum Leodiensem (Liège) (Almanach 1497–1520).,"Horae ad usum Leodiensem (Liège) (Almanach 1497–1520). [Paris: Philippe Pigouchet], 12.X.1500. 8°",Paris,1500,1500,,ih00345450,https://gesamtkatalogderwiegendrucke.de/docs/GW13243.htm,https://data.cerl.org/istc/ih00345450,,horae-gw-corpus.csv
13244,Horae ad usum Romanum (Almanach 1497–1520). Daran: Jean Quentin: Examen de conscience.,"Horae ad usum Romanum (Almanach 1497–1520). Daran: Jean Quentin: Examen de conscience. [Paris]: Thielmann Kerver für Guillaume Eustace, 15.III.1500/01. 8°",Paris,1500,1501,,ih00405000,https://gesamtkatalogderwiegendrucke.de/docs/GW13244.htm,https://data.cerl.org/istc/ih00405000,,horae-gw-corpus.csv
13245,Horae ad usum Parisiensem (Paris) (Almanach 1498–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1498–1508). Paris: [Ulrich Gering und Berthold Remboldt] für Simon Vostre, 8.IX.1498. 4°",Paris,1498,1498,,ih00354000,https://gesamtkatalogderwiegendrucke.de/docs/GW13245.htm,https://data.cerl.org/istc/ih00354000,,horae-gw-corpus.csv
13246,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Jean Du Pré, 4.II.1488/89. 8°",Paris,1488,1489,,ih00360200,https://gesamtkatalogderwiegendrucke.de/docs/GW13246.htm,https://data.cerl.org/istc/ih00360200,,horae-gw-corpus.csv
13247,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Antoine Vérard, um 1490]. 4°",Paris,1490,1490,,ih00369153,https://gesamtkatalogderwiegendrucke.de/docs/GW13247.htm,https://data.cerl.org/istc/ih00369153,,horae-gw-corpus.csv
13248,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 31.XII.1495. 8°",Paris,1495,1495,,ih00378170,https://gesamtkatalogderwiegendrucke.de/docs/GW13248.htm,https://data.cerl.org/istc/ih00378170,,horae-gw-corpus.csv
13249,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 20.VIII.1496. 4°",Paris,1496,1496,,ih00379000,https://gesamtkatalogderwiegendrucke.de/docs/GW13249.htm,https://data.cerl.org/istc/ih00379000,,horae-gw-corpus.csv
13250,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 20.III.1496/97 bzw. 17.IV.1497. 8°",Paris,1496,1497,,ih00382000,https://gesamtkatalogderwiegendrucke.de/docs/GW13250.htm,https://data.cerl.org/istc/ih00382000,,horae-gw-corpus.csv
13251,Horae ad usum Sarum (Salisbury) (Almanach 1488–1508).,"Horae ad usum Sarum (Salisbury) (Almanach 1488–1508). Paris: [Philippe Pigouchet] für Simon Vostre, [um 1497]. 8°",Paris,1497,1497,,ih00422000,https://gesamtkatalogderwiegendrucke.de/docs/GW13251.htm,https://data.cerl.org/istc/ih00422000,,horae-gw-corpus.csv
13252,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 9.VI.1497. 4°",Paris,1497,1497,,ih00383500,https://gesamtkatalogderwiegendrucke.de/docs/GW13252.htm,https://data.cerl.org/istc/ih00383500,,horae-gw-corpus.csv
13253,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 16.IX.1498. 4°",Paris,1498,1498,,ih00395000,https://gesamtkatalogderwiegendrucke.de/docs/GW13253.htm,https://data.cerl.org/istc/ih00395000,,horae-gw-corpus.csv
13254,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 16.IX.1498. 4°",Paris,1498,1498,,ih00395050,https://gesamtkatalogderwiegendrucke.de/docs/GW13254.htm,https://data.cerl.org/istc/ih00395050,,horae-gw-corpus.csv
13255,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Philippe Pigouchet, um 1499]. 8°",Paris,1499,1499,,ih00401290,https://gesamtkatalogderwiegendrucke.de/docs/GW13255.htm,https://data.cerl.org/istc/ih00401290,,horae-gw-corpus.csv
13256,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 15.X.1499. 8°",Paris,1499,1499,,ih00401000,https://gesamtkatalogderwiegendrucke.de/docs/GW13256.htm,https://data.cerl.org/istc/ih00401000,,horae-gw-corpus.csv
13257,"Horae ad usum Romanum, spanisch.","Horae ad usum Romanum, spanisch. Paris: [Philippe Pigouchet] für Simon Vostre, 22.XI.1499. 8°",Paris,1499,1499,,ih00401270,https://gesamtkatalogderwiegendrucke.de/docs/GW13257.htm,https://data.cerl.org/istc/ih00401270,,horae-gw-corpus.csv
13258,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: André Bocard, um 1500]. 8°",Paris,1500,1500,,ih00401500,https://gesamtkatalogderwiegendrucke.de/docs/GW13258.htm,https://data.cerl.org/istc/ih00401500,,horae-gw-corpus.csv
13259,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Philippe Pigouchet] für Simon Vostre, [um 1500]. 8°",Paris,1500,1500,,ih00410500,https://gesamtkatalogderwiegendrucke.de/docs/GW13259.htm,https://data.cerl.org/istc/ih00410500,,horae-gw-corpus.csv
13260,Horae. Ordinarium BMV ad usum Cisterciensem (Almanach 1497–1520). Daran: Pseudo-Bernardus: Hymni.,"Horae. Ordinarium BMV ad usum Cisterciensem (Almanach 1497–1520). Daran: Pseudo-Bernardus: Hymni. Paris: [Philippe Pigouchet für] Simon Vostre, [um 1500]. 8°",Paris,1500,1500,,ih00343500,https://gesamtkatalogderwiegendrucke.de/docs/GW13260.htm,https://data.cerl.org/istc/ih00343500,,horae-gw-corpus.csv
13261,Horae ad usum Carnotensem (Chartres) (Almanach 1500–1521).,"Horae ad usum Carnotensem (Chartres) (Almanach 1500–1521). [Paris: für(?) Jean de Coulonces, nicht vor 1500]. 8°",Paris,1500,1500,,ih00341900,https://gesamtkatalogderwiegendrucke.de/docs/GW13261.htm,https://data.cerl.org/istc/ih00341900,,horae-gw-corpus.csv
13262,"Horae ad usum Romanum, portugiesisch.","Horae ad usum Romanum, portugiesisch. Paris: [Philippe Pigouchet] für Narcisse Bruno, 13.II.1500/01(?). 8°",Paris,1500,1501,,ih00404000,https://gesamtkatalogderwiegendrucke.de/docs/GW13262.htm,https://data.cerl.org/istc/ih00404000,,horae-gw-corpus.csv
13263,Horae ad usum Romanum (Almanach 1501–1520).,"Horae ad usum Romanum (Almanach 1501–1520). [Paris: Philippe Pigouchet] für Simon Vostre, [nach 1500(?)]. 8°",Paris,1500,1500,,ih00412000,https://gesamtkatalogderwiegendrucke.de/docs/GW13263.htm,https://data.cerl.org/istc/ih00412000,,horae-gw-corpus.csv
13264,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: Jean Du Pré, 10.V.1488. 4°",Paris,1488,1488,,ih00359640,https://gesamtkatalogderwiegendrucke.de/docs/GW13264.htm,https://data.cerl.org/istc/ih00359640,,horae-gw-corpus.csv
13265,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: Jean Du Pré, 10.V.1488. 4°",Paris,1488,1488,,ih00359638,https://gesamtkatalogderwiegendrucke.de/docs/GW13265.htm,https://data.cerl.org/istc/ih00359638,,horae-gw-corpus.csv
13266,"Horae ad usum Romanum (Almanach 1488–1508). Daran: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam, franz.","Horae ad usum Romanum (Almanach 1488–1508). Daran: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam, franz. Paris: [Antoine Caillaut] für Antoine Vérard, 8.X.1488. 8°",Paris,1488,1488,franz.,ih00359642,https://gesamtkatalogderwiegendrucke.de/docs/GW13266.htm,https://data.cerl.org/istc/ih00359642,,horae-gw-corpus.csv
13267,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: [Jean Du Pré] für Antoine Vérard, 3.IV.1488/89. 8°",Paris,1488,1489,,ih00359635,https://gesamtkatalogderwiegendrucke.de/docs/GW13267.htm,https://data.cerl.org/istc/ih00359635,,horae-gw-corpus.csv
13268,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Pierre Le Rouge(?)] für Antoine Vérard, 20.VIII.1490. 4°",Paris,1490,1490,,ih00365000,https://gesamtkatalogderwiegendrucke.de/docs/GW13268.htm,https://data.cerl.org/istc/ih00365000,,horae-gw-corpus.csv
13269,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Denis Meslier, um 1491]. 4°",Paris,1491,1491,,ih00369000,https://gesamtkatalogderwiegendrucke.de/docs/GW13269.htm,https://data.cerl.org/istc/ih00369000,,horae-gw-corpus.csv
13270,Horae ad usum Bituricensem (Bourges) (Almanach 1488–1508).,"Horae ad usum Bituricensem (Bourges) (Almanach 1488–1508). Paris: Denis Meslier, 8.V.[um 1491/92]. 8°",Paris,1491,1492,,ih00339550,https://gesamtkatalogderwiegendrucke.de/docs/GW13270.htm,https://data.cerl.org/istc/ih00339550,,horae-gw-corpus.csv
13271,Horae ad usum Romanum (Almanach 1488–1508). Darin: Jean Quentin: L’horologe de la passion.,"Horae ad usum Romanum (Almanach 1488–1508). Darin: Jean Quentin: L’horologe de la passion. Paris: Pierre Le Rouge für Vincent Commin, 9.V.1491. 8°",Paris,1491,1491,,ih00369170,https://gesamtkatalogderwiegendrucke.de/docs/GW13271.htm,https://data.cerl.org/istc/ih00369170,,horae-gw-corpus.csv
13272,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot für Antoine Vérard, um 1498]. 8°",Paris,1498,1498,,ih00397300,https://gesamtkatalogderwiegendrucke.de/docs/GW13272.htm,https://data.cerl.org/istc/ih00397300,,horae-gw-corpus.csv
13273,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Jean Poitevin], 2.VII.1498. 8°",Paris,1498,1498,,ih00393700,https://gesamtkatalogderwiegendrucke.de/docs/GW13273.htm,https://data.cerl.org/istc/ih00393700,,horae-gw-corpus.csv
13274,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: [Jean Poitevin], 15.X.1498. 8°",Paris,1498,1498,,ih00396000,https://gesamtkatalogderwiegendrucke.de/docs/GW13274.htm,https://data.cerl.org/istc/ih00396000,,horae-gw-corpus.csv
13275,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: [Jean Morand] für Antoine Vérard, 22.X.1498. 4°",Paris,1498,1498,,ih00396500,https://gesamtkatalogderwiegendrucke.de/docs/GW13275.htm,https://data.cerl.org/istc/ih00396500,,horae-gw-corpus.csv
13276,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: Antoine Vérard, [vor 25.X.1499]. 8°",Paris,1499,1499,,ih00401250,https://gesamtkatalogderwiegendrucke.de/docs/GW13276.htm,https://data.cerl.org/istc/ih00401250,,horae-gw-corpus.csv
13277,Horae. Heures de Nostre Dame en françoys.,"Horae. Heures de Nostre Dame en françoys. [Paris]: Antoine Vérard, [vor 25.X.1499]. 4°",Paris,1499,1499,,ih00335200,https://gesamtkatalogderwiegendrucke.de/docs/GW13277.htm,https://data.cerl.org/istc/ih00335200,,horae-gw-corpus.csv
13278,Horae(?).,"Horae(?). [Paris: Etienne Jehannot, um 1500]. 8°",Paris,1500,1500,,ih00335270,https://gesamtkatalogderwiegendrucke.de/docs/GW13278.htm,https://data.cerl.org/istc/ih00335270,,horae-gw-corpus.csv
13279,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris]: Antoine Vérard, [um 1488/90]. 4°",Paris,1488,1490,,ih00359800,https://gesamtkatalogderwiegendrucke.de/docs/GW13279.htm,https://data.cerl.org/istc/ih00359800,,horae-gw-corpus.csv
13280,Horae ad usum Parisiensem (Almanach 1488–1508).,"Horae ad usum Parisiensem (Almanach 1488–1508). Paris: Antoine Vérard, [um 1490]. 4°",Paris,1490,1490,,ih00350400,https://gesamtkatalogderwiegendrucke.de/docs/GW13280.htm,https://data.cerl.org/istc/ih00350400,,horae-gw-corpus.csv
13281,Horae ad usum Pictaviensem (Poitiers) (Almanach 1488–1508).,"Horae ad usum Pictaviensem (Poitiers) (Almanach 1488–1508). Paris: Antoine Vérard, [um 1490]. 4°",Paris,1490,1490,,ih00357085,https://gesamtkatalogderwiegendrucke.de/docs/GW13281.htm,https://data.cerl.org/istc/ih00357085,,horae-gw-corpus.csv
13282,Horae ad usum Rothomagensem (Rouen) (Almanach 1488–1508).,"Horae ad usum Rothomagensem (Rouen) (Almanach 1488–1508). Paris: Antoine Vérard, [um 1490]. 4°",Paris,1490,1490,,ih00418000,https://gesamtkatalogderwiegendrucke.de/docs/GW13282.htm,https://data.cerl.org/istc/ih00418000,,horae-gw-corpus.csv
13283,Horae ad usum Turonensem (Tours) (Almanach 1488–1508).,"Horae ad usum Turonensem (Tours) (Almanach 1488–1508). Paris: Antoine Vérard, [um 1490]. 4°",Paris,1490,1490,,ih00427840,https://gesamtkatalogderwiegendrucke.de/docs/GW13283.htm,https://data.cerl.org/istc/ih00427840,,horae-gw-corpus.csv
13284,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Jean Du Pré, 9.XII.[um 1490]. 8°",Paris,1490,1490,,ih00359680,https://gesamtkatalogderwiegendrucke.de/docs/GW13284.htm,https://data.cerl.org/istc/ih00359680,,horae-gw-corpus.csv
13285,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). Paris: Thielmann Kerver für Gilles Remacle, 16.IX.1499. 4°",Paris,1499,1499,,ih00400000,https://gesamtkatalogderwiegendrucke.de/docs/GW13285.htm,https://data.cerl.org/istc/ih00400000,,horae-gw-corpus.csv
13286,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: Thielmann Kerver] für Guillaume Eustace, [um 1500]. 8°",Paris,1500,1500,,ih00408700,https://gesamtkatalogderwiegendrucke.de/docs/GW13286.htm,https://data.cerl.org/istc/ih00408700,,horae-gw-corpus.csv
13287,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Antoine Vérard(?), um 1500(?)]. 4°",Paris,1500,1500,,ih00411000,https://gesamtkatalogderwiegendrucke.de/docs/GW13287.htm,https://data.cerl.org/istc/ih00411000,,horae-gw-corpus.csv
13288,Horae ad usum Cenomanensem (Le Mans) (Almanach 1497–1520). [Paris]: Thielmann Kerver für Jean Petit in,"Horae ad usum Cenomanensem (Le Mans) (Almanach 1497–1520). [Paris]: Thielmann Kerver für Jean Petit in Paris und Pierre Cochery in Le Mans, 29.V.1500. 4°",Paris,1500,1500,,ih00343450,https://gesamtkatalogderwiegendrucke.de/docs/GW13288.htm,https://data.cerl.org/istc/ih00343450,,horae-gw-corpus.csv
13289,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Antoine Caillaut, um 1490]. 4°",Paris,1490,1490,,ih00359750,https://gesamtkatalogderwiegendrucke.de/docs/GW13289.htm,https://data.cerl.org/istc/ih00359750,,horae-gw-corpus.csv
13290,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Philippe Pigouchet] für Simon Vostre, 11.VII.1491. 4°",Paris,1491,1491,,ih00369200,https://gesamtkatalogderwiegendrucke.de/docs/GW13290.htm,https://data.cerl.org/istc/ih00369200,,horae-gw-corpus.csv
13291,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris]: Philippe Pigouchet für Simon Vostre, 5.I.1491/92. 8°",Paris,1491,1492,,ih00369400,https://gesamtkatalogderwiegendrucke.de/docs/GW13291.htm,https://data.cerl.org/istc/ih00369400,,horae-gw-corpus.csv
13292,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 20.I.1491/92. 4°",Paris,1491,1492,,ih00369500,https://gesamtkatalogderwiegendrucke.de/docs/GW13292.htm,https://data.cerl.org/istc/ih00369500,,horae-gw-corpus.csv
13293,Horae ad usum Turonensem (Tours) (Almanach 1489–1508).,"Horae ad usum Turonensem (Tours) (Almanach 1489–1508). Paris: Philippe Pigouchet für Simon Vostre, 13.III.1491/92. 4°",Paris,1491,1492,,ih00427850,https://gesamtkatalogderwiegendrucke.de/docs/GW13293.htm,https://data.cerl.org/istc/ih00427850,,horae-gw-corpus.csv
1329350N,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Philippe Pigouchet, um 1492/93]. 8°",Paris,1492,1493,,ih00370560,https://gesamtkatalogderwiegendrucke.de/docs/GW1329350N.htm,https://data.cerl.org/istc/ih00370560,,horae-gw-corpus.csv
13294,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 2.VIII.1493. 4°",Paris,1493,1493,,ih00375000,https://gesamtkatalogderwiegendrucke.de/docs/GW13294.htm,https://data.cerl.org/istc/ih00375000,,horae-gw-corpus.csv
13295,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot] für Antoine Vérard, [vor 25.X.1499]. 4°",Paris,1499,1499,,ih00392450,https://gesamtkatalogderwiegendrucke.de/docs/GW13295.htm,https://data.cerl.org/istc/ih00392450,,horae-gw-corpus.csv
13296,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Antoine Vérard, [um 1490]. 8°",Paris,1490,1490,,ih00364150,https://gesamtkatalogderwiegendrucke.de/docs/GW13296.htm,https://data.cerl.org/istc/ih00364150,,horae-gw-corpus.csv
13297,Horae ad usum Romanum (Almanach 1494–1520).,"Horae ad usum Romanum (Almanach 1494–1520). [Paris]: Johann Philippi für Thielmann Kerver, 20.XII.1497. 8°",Paris,1497,1497,,ih00392000,https://gesamtkatalogderwiegendrucke.de/docs/GW13297.htm,https://data.cerl.org/istc/ih00392000,,horae-gw-corpus.csv
13298,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). Paris: Thielmann Kerver, 28.X.1498. 4°",Paris,1498,1498,,ih00396550,https://gesamtkatalogderwiegendrucke.de/docs/GW13298.htm,https://data.cerl.org/istc/ih00396550,,horae-gw-corpus.csv
13299,Horae ad usum Sarum (Salisbury) (Almanach 1500–1521).,"Horae ad usum Sarum (Salisbury) (Almanach 1500–1521). [Paris: Etienne Jehannot(?) oder Jean Jehannot(?), nicht vor 1500]. 8°",Paris,1500,1500,,ih00425500,https://gesamtkatalogderwiegendrucke.de/docs/GW13299.htm,https://data.cerl.org/istc/ih00425500,,horae-gw-corpus.csv
13300,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: André Bocard(?) für] Antoine Vérard, 2.V.1500. 4°",Paris,1500,1500,,ih00405600,https://gesamtkatalogderwiegendrucke.de/docs/GW13300.htm,https://data.cerl.org/istc/ih00405600,,horae-gw-corpus.csv
13301,Horae ad usum Parisiensem (Paris) (Almanach 1497–1520).,"Horae ad usum Parisiensem (Paris) (Almanach 1497–1520). [Paris]: Thielmann Kerver für Guillaume Eustace, 20.VI.1500. 4°",Paris,1500,1500,,ih00357000,https://gesamtkatalogderwiegendrucke.de/docs/GW13301.htm,https://data.cerl.org/istc/ih00357000,,horae-gw-corpus.csv
13302,"Horae ad usum Cenomanensem (Le Mans), Aurelianensem (Orléans) bzw. Turonensem (Tours) (Almanach 1497–1520).","Horae ad usum Cenomanensem (Le Mans), Aurelianensem (Orléans) bzw. Turonensem (Tours) (Almanach 1497–1520). Paris: [André Bocard für Antoine Vérard], 14.VIII.1500. 8°",Paris,1500,1500,,ih00343370,https://gesamtkatalogderwiegendrucke.de/docs/GW13302.htm,https://data.cerl.org/istc/ih00343370,,horae-gw-corpus.csv
13303,Horae ad usum Bituricensem (Bourges) (Almanach 1497–1520).,"Horae ad usum Bituricensem (Bourges) (Almanach 1497–1520). [Paris: André Bocard] für Antoine Vérard, 9.II.1500/01. 4°",Paris,1500,1501,,ih00341000,https://gesamtkatalogderwiegendrucke.de/docs/GW13303.htm,https://data.cerl.org/istc/ih00341000,,horae-gw-corpus.csv
13304,Horae ad usum Turonensem (Tours) (Almanach 1497–1520).,"Horae ad usum Turonensem (Tours) (Almanach 1497–1520). Paris: [André Bocard] für Antoine Vérard, 9.II.1500/01. 8°",Paris,1500,1501,,ih00427893,https://gesamtkatalogderwiegendrucke.de/docs/GW13304.htm,https://data.cerl.org/istc/ih00427893,,horae-gw-corpus.csv
13305,Horae ad usum Romanum (Almanach 1494–1520).,"Horae ad usum Romanum (Almanach 1494–1520). Paris: Georg Wolff und Johann Philippi, 20.IX.1494. 8 °",Paris,1494,1494,,ih00376950,https://gesamtkatalogderwiegendrucke.de/docs/GW13305.htm,https://data.cerl.org/istc/ih00376950,,horae-gw-corpus.csv
13306,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 6.X.1495. 4°",Paris,1495,1495,,ih00378000,https://gesamtkatalogderwiegendrucke.de/docs/GW13306.htm,https://data.cerl.org/istc/ih00378000,,horae-gw-corpus.csv
13307,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 17.IX.1496. 4°",Paris,1496,1496,,ih00380000,https://gesamtkatalogderwiegendrucke.de/docs/GW13307.htm,https://data.cerl.org/istc/ih00380000,,horae-gw-corpus.csv
13308,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot] für Antoine Vérard, [um 1497]. 4 °",Paris,1497,1497,,ih00392430,https://gesamtkatalogderwiegendrucke.de/docs/GW13308.htm,https://data.cerl.org/istc/ih00392430,,horae-gw-corpus.csv
13309,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot] für Antoine Vérard, [um 1497/98]. 4°",Paris,1497,1498,,ih00392400,https://gesamtkatalogderwiegendrucke.de/docs/GW13309.htm,https://data.cerl.org/istc/ih00392400,,horae-gw-corpus.csv
13310,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 4.XI.1497. 4°",Paris,1497,1497,,ih00390000,https://gesamtkatalogderwiegendrucke.de/docs/GW13310.htm,https://data.cerl.org/istc/ih00390000,,horae-gw-corpus.csv
13311,Horae ad usum Romanum (Almanach 1498–1508).,"Horae ad usum Romanum (Almanach 1498–1508). [Paris: Etienne Jehannot, nicht vor 1498]. 4°",Paris,1498,1498,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13311.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden,horae-gw-corpus.csv
13312,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot] für Antoine Vérard, 10.VIII.1498. 4°",Paris,1498,1498,,ih00393900,https://gesamtkatalogderwiegendrucke.de/docs/GW13312.htm,https://data.cerl.org/istc/ih00393900,,horae-gw-corpus.csv
13313,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot] für Antoine Vérard, [nach 21.VIII.1498]. 4°",Paris,1498,1498,,ih00397200,https://gesamtkatalogderwiegendrucke.de/docs/GW13313.htm,https://data.cerl.org/istc/ih00397200,,horae-gw-corpus.csv
13314,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 22.VIII.1498. 4°",Paris,1498,1498,,ih00394000,https://gesamtkatalogderwiegendrucke.de/docs/GW13314.htm,https://data.cerl.org/istc/ih00394000,,horae-gw-corpus.csv
