gw_id,gw_title,gw_heading,print_place_gw,year_from,year_to,language_statement_gw_title,istc_id,gw_url,istc_url,technical_note
13038,Horae. Officium BMV secundum usum Romanum.,"Horae. Officium BMV secundum usum Romanum. Lyon: [Nicolaus de Benedictis für] Boninus de Boninis, 20.V.1499. 8°",Lyon,1499,1499,,ih00399600,https://gesamtkatalogderwiegendrucke.de/docs/GW13038.htm,https://data.cerl.org/istc/ih00399600,
13039,Horae.,"Horae. [Lyon(?): Jean de Vingle(?), um 1500]. 16°",Lyon(?),1500,1500,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13039.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13040,Horae ad usum Namnetensem (Nantes).,"Horae ad usum Namnetensem (Nantes). Nantes: Etienne Larcher, 27.I.[um 1498]. 8°",Nantes,1498,1498,,ih00348150,https://gesamtkatalogderwiegendrucke.de/docs/GW13040.htm,https://data.cerl.org/istc/ih00348150,
13041,Horae.,"Horae. [Paris: Pierre Le Rouge(?) für Antoine Vérard, um 1490]. 4°",Paris,1490,1490,,ih00327700,https://gesamtkatalogderwiegendrucke.de/docs/GW13041.htm,https://data.cerl.org/istc/ih00327700,
13042,Horae ad usum Pictaviensem (Poitiers) (Almanach 1488–1508).,"Horae ad usum Pictaviensem (Poitiers) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 1491. 8°",Paris,1491,1491,,ih00357086,https://gesamtkatalogderwiegendrucke.de/docs/GW13042.htm,https://data.cerl.org/istc/ih00357086,
13043,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Philippe Pigouchet] für Simon Vostre, [um 1492]. 8°",Paris,1492,1492,,ih00370500,https://gesamtkatalogderwiegendrucke.de/docs/GW13043.htm,https://data.cerl.org/istc/ih00370500,
13044,Horae ad usum Romanum (Almanach 1489–1508) .,"Horae ad usum Romanum (Almanach 1489–1508) . [Paris: Philippe Pigouchet] für Simon Vostre, 17.XI.1492. 8°",Paris,1492,1492,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13044.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13045,Horae ad usum Trecensem (Troyes) (Almanach 1488–1508).,"Horae ad usum Trecensem (Troyes) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Macé Panthoul in Troyes, 20.VII.1496. 8°",Paris,1496,1496,,ih00427761,https://gesamtkatalogderwiegendrucke.de/docs/GW13045.htm,https://data.cerl.org/istc/ih00427761,
13046,Horae.,"Horae. [Paris: Etienne Jehannot, nach 1497(?)]. 8°",Paris,1497,1497,,ih00335220,https://gesamtkatalogderwiegendrucke.de/docs/GW13046.htm,https://data.cerl.org/istc/ih00335220,
13047,Horae ad usum Constantiensem (Coutances) (Almanach 1494–1520).,"Horae ad usum Constantiensem (Coutances) (Almanach 1494–1520). Paris: Thielmann Kerver für Robert Macé in Caen, 4.V.1498. 8°",Paris,1498,1498,,ih00344200,https://gesamtkatalogderwiegendrucke.de/docs/GW13047.htm,https://data.cerl.org/istc/ih00344200,
13048,Horae ad usum Sarum (Salisbury) (Almanach 1488–1508).,"Horae ad usum Sarum (Salisbury) (Almanach 1488–1508). Paris: Philippe Pigouchet für Simon Vostre, 6.VII.1499. 8°",Paris,1499,1499,,ih00425000,https://gesamtkatalogderwiegendrucke.de/docs/GW13048.htm,https://data.cerl.org/istc/ih00425000,
13049,Horae ad usum Sarum (Salisbury).,"Horae ad usum Sarum (Salisbury). [Paris(?), um 1500]. 32° oder 64°",Paris(?),1500,1500,,ih00424700,https://gesamtkatalogderwiegendrucke.de/docs/GW13049.htm,https://data.cerl.org/istc/ih00424700,
13050,Horae ad usum Romanum(?).,"Horae ad usum Romanum(?). [Paris: Jean Bonhomme, um 1486/90]. 16°",Paris,1486,1490,,ih00357890,https://gesamtkatalogderwiegendrucke.de/docs/GW13050.htm,https://data.cerl.org/istc/ih00357890,
13051,Horae ad usum Sarum (Salisbury).,"Horae ad usum Sarum (Salisbury). [Paris(?): Jean Du Pré(?), um 1488(?)]. 16°",Paris(?),1488,1488,,ih00420330,https://gesamtkatalogderwiegendrucke.de/docs/GW13051.htm,https://data.cerl.org/istc/ih00420330,
13052,Horae ad usum Rothomagensem (Rouen) oder Sarum (Salisbury).,"Horae ad usum Rothomagensem (Rouen) oder Sarum (Salisbury). [Paris: Georg Wolff, um 1490]. 32°",Paris,1490,1490,,ih00418010,https://gesamtkatalogderwiegendrucke.de/docs/GW13052.htm,https://data.cerl.org/istc/ih00418010,
13053,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Jean Bonhomme, um 1486/90]. 16°",Paris,1486,1490,,ih00357470,https://gesamtkatalogderwiegendrucke.de/docs/GW13053.htm,https://data.cerl.org/istc/ih00357470,
13054,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: [Jean Du Pré] für Antoine Vérard, 21.VIII.1486. 8°",Paris,1486,1486,,ih00324100,https://gesamtkatalogderwiegendrucke.de/docs/GW13054.htm,https://data.cerl.org/istc/ih00324100,
13055,Horae ad usum Parisiensem (Paris).,"Horae ad usum Parisiensem (Paris). Paris: [Jean Du Pré] für Antoine Vérard, 7.VII.1487. 8°",Paris,1487,1487,,ih00349600,https://gesamtkatalogderwiegendrucke.de/docs/GW13055.htm,https://data.cerl.org/istc/ih00349600,
13056,Horae ad usum Cenomanensem (Le Mans)(?).,"Horae ad usum Cenomanensem (Le Mans)(?). [Paris: Jean Du Pré(?), um 1492]. 8°",Paris,1492,1492,,ih00343000,https://gesamtkatalogderwiegendrucke.de/docs/GW13056.htm,https://data.cerl.org/istc/ih00343000,
13057,Horae ad usum Rothomagensem (Rouen).,"Horae ad usum Rothomagensem (Rouen). [Paris oder Rouen: Drucker des Breviarium Rothomagense (GW 5437), um 1480]. 8°",Paris oder Rouen,1480,1480,,ih00417700,https://gesamtkatalogderwiegendrucke.de/docs/GW13057.htm,https://data.cerl.org/istc/ih00417700,
1305750N,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: [Antoine Caillaut] für Antoine Vérard, 26.III.1486. 8°",Paris,1486,1486,,,https://gesamtkatalogderwiegendrucke.de/docs/GW1305750N.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13058,Horae ad usum Tolosanum (Toulouse).,"Horae ad usum Tolosanum (Toulouse). Paris: [Etienne Jehannot] für Pierre Pasquier, 20.IX.1497. 8°",Paris,1497,1497,,ih00426300,https://gesamtkatalogderwiegendrucke.de/docs/GW13058.htm,https://data.cerl.org/istc/ih00426300,
13059,Horae.,"Horae. [Paris: Guy Marchant für Antoine Vérard(?), um 1490]. 4°",Paris,1490,1490,,ih00326300,https://gesamtkatalogderwiegendrucke.de/docs/GW13059.htm,https://data.cerl.org/istc/ih00326300,
13060,Horae ad usum Parisiensem (Paris) (Almanach 1488–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Toussaint de Montjay, 26.IX.1493. 8°",Paris,1493,1493,,ih00351500,https://gesamtkatalogderwiegendrucke.de/docs/GW13060.htm,https://data.cerl.org/istc/ih00351500,
13061,Horae ad usum Romanum (Almanach 1495–1508).,"Horae ad usum Romanum (Almanach 1495–1508). Paris: Ulrich Gering und Berthold Remboldt, 16.XII.1494. 8°",Paris,1494,1494,,ih00377400,https://gesamtkatalogderwiegendrucke.de/docs/GW13061.htm,https://data.cerl.org/istc/ih00377400,
13062,Horae ad usum Parisiensem (Paris) (Almanach 1488/1495–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1488/1495–1508). Paris: Ulrich Gering und Berthold Remboldt, 15.X.[1496(?)]. 8°",Paris,1496,1496,,ih00352500,https://gesamtkatalogderwiegendrucke.de/docs/GW13062.htm,https://data.cerl.org/istc/ih00352500,
13063,Horae ad usum Romanum(?).,"Horae ad usum Romanum(?). [Paris: Jean Du Pré, um 1487]. 8°",Paris,1487,1487,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13063.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13064,Horae ad usum Parisiensem (Paris).,"Horae ad usum Parisiensem (Paris). [Paris: Jean Du Pré, um 1488]. 8°",Paris,1488,1488,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13064.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13065,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris]: Jean Du Pré, [um 1488]. 8°",Paris,1488,1488,,ih00359670,https://gesamtkatalogderwiegendrucke.de/docs/GW13065.htm,https://data.cerl.org/istc/ih00359670,
13066,Horae ad usum Aeduensem (Autun) (Almanach 1488–1508).,"Horae ad usum Aeduensem (Autun) (Almanach 1488–1508). [Paris: Jean Du Pré, nicht vor 1488]. 8°",Paris,1488,1488,,ih00337700,https://gesamtkatalogderwiegendrucke.de/docs/GW13066.htm,https://data.cerl.org/istc/ih00337700,
13067,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris]: Jean Du Pré, [vor 19.II.1489]. 8°",Paris,1489,1489,,ih00359650,https://gesamtkatalogderwiegendrucke.de/docs/GW13067.htm,https://data.cerl.org/istc/ih00359650,
13068,Horae ad usum Cenomanensem (Le Mans).,"Horae ad usum Cenomanensem (Le Mans). [Paris]: Jean Du Pré, [um 1489]. 8°",Paris,1489,1489,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13068.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13069,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: [Jean Du Pré] für Denis Meslier, 14.II.1489/90. 8°",Paris,1489,1490,,ih00364400,https://gesamtkatalogderwiegendrucke.de/docs/GW13069.htm,https://data.cerl.org/istc/ih00364400,
13070,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Jean Du Pré, um 1490]. 8°",Paris,1490,1490,,ih00411450,https://gesamtkatalogderwiegendrucke.de/docs/GW13070.htm,https://data.cerl.org/istc/ih00411450,
13071,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Jean Du Pré für Antoine Caillaut, um 1491]. 8°",Paris,1491,1491,,ih00369360,https://gesamtkatalogderwiegendrucke.de/docs/GW13071.htm,https://data.cerl.org/istc/ih00369360,
13072,Horae ad usum Lugdunensem (Lyon) (Almanach 1491–1520).,"Horae ad usum Lugdunensem (Lyon) (Almanach 1491–1520). Paris: [Jean Du Pré(?) , vor 1493(?)]. 8°",Paris,1493,1493,,ih00346000,https://gesamtkatalogderwiegendrucke.de/docs/GW13072.htm,https://data.cerl.org/istc/ih00346000,
13073,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Philippe Pigouchet, [um 1493]. 8°",Paris,1493,1493,,ih00370600,https://gesamtkatalogderwiegendrucke.de/docs/GW13073.htm,https://data.cerl.org/istc/ih00370600,
13074,Horae ad usum Parisiensem (Paris) (Almanach 1488–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 4.VII.1495. 8°",Paris,1495,1495,,ih00352200,https://gesamtkatalogderwiegendrucke.de/docs/GW13074.htm,https://data.cerl.org/istc/ih00352200,
13075,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris]: Philippe Pigouchet, [August/September 1495]. 8°",Paris,1495,1495,,ih00367000,https://gesamtkatalogderwiegendrucke.de/docs/GW13075.htm,https://data.cerl.org/istc/ih00367000,
13076,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: Jean Du Pré, 10.III.1495/96. 8°",Paris,1495,1496,,ih00377650,https://gesamtkatalogderwiegendrucke.de/docs/GW13076.htm,https://data.cerl.org/istc/ih00377650,
13077,Horae. Getijdenboek.,"Horae. Getijdenboek. [Paris: Johann Higman, vor 1497(?)]. 8°",Paris,1497,1497,,"ih00431350,1",https://gesamtkatalogderwiegendrucke.de/docs/GW13077.htm,"https://data.cerl.org/istc/ih00431350,1",
13078,Horae ad usum Romanum(?).,"Horae ad usum Romanum(?). [Paris: Etienne Jehannot, um 1497]. 8°",Paris,1497,1497,,ih00392100,https://gesamtkatalogderwiegendrucke.de/docs/GW13078.htm,https://data.cerl.org/istc/ih00392100,
13079,Horae ad usum Parisiensem (Paris) (Almanach 1490–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1490–1508). Paris: Pierre Le Dru und Etienne Jehannot, [um 1497]. 8°",Paris,1497,1497,,ih00352800,https://gesamtkatalogderwiegendrucke.de/docs/GW13079.htm,https://data.cerl.org/istc/ih00352800,
13080,Horae. Getijdenboek (Almanach 1498–1513).,"Horae. Getijdenboek (Almanach 1498–1513). Paris: [Johann Higman] für Willem Houtmaert in Antwerpen, 1497. 8°",Paris,1497,1497,,"ih00431350,2",https://gesamtkatalogderwiegendrucke.de/docs/GW13080.htm,"https://data.cerl.org/istc/ih00431350,2",
13081,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). [Paris]: Pierre Le Dru und Etienne Jehannot für Robin Challot, [vor 27.IX.1498]. 8°",Paris,1498,1498,,ih00411200,https://gesamtkatalogderwiegendrucke.de/docs/GW13081.htm,https://data.cerl.org/istc/ih00411200,
13082,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris]: Philippe Pigouchet, [um 1498]. 8°",Paris,1498,1498,,ih00398500,https://gesamtkatalogderwiegendrucke.de/docs/GW13082.htm,https://data.cerl.org/istc/ih00398500,
13083,Horae ad usum Parisiensem (Paris) (Almanach 1498–1509).,"Horae ad usum Parisiensem (Paris) (Almanach 1498–1509). Paris: Ulrich Gering und Berthold Remboldt, 7.III.1498/99. 8°",Paris,1498,1499,,ih00353000,https://gesamtkatalogderwiegendrucke.de/docs/GW13083.htm,https://data.cerl.org/istc/ih00353000,
1308350N,Horae ad usum Rothomagensem (Rouen).,"Horae ad usum Rothomagensem (Rouen). Rouen: Jacques Le Forestier, [vor 17.IX.1500]. 8°",Rouen,1500,1500,,ih00419400,https://gesamtkatalogderwiegendrucke.de/docs/GW1308350N.htm,https://data.cerl.org/istc/ih00419400,
13084,Horae ad usum Cenomanensem (Le Mans) (Almanach 1497–1520).,"Horae ad usum Cenomanensem (Le Mans) (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 25.IV.1500. 8°",Paris,1500,1500,,ih00343400,https://gesamtkatalogderwiegendrucke.de/docs/GW13084.htm,https://data.cerl.org/istc/ih00343400,
13085,Horae ad usum Parisiensem (Paris) (Almanach 1497–1520).,"Horae ad usum Parisiensem (Paris) (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Simon Vostre, 25.IV.1500. 8°",Paris,1500,1500,,ih00356000,https://gesamtkatalogderwiegendrucke.de/docs/GW13085.htm,https://data.cerl.org/istc/ih00356000,
13086,Horae. Getijdenboek (Almanach 1500–1515).,"Horae. Getijdenboek (Almanach 1500–1515). Paris: Wolfgang Hopyl, 10.IX.1500. 8°",Paris,1500,1500,,ih00433000,https://gesamtkatalogderwiegendrucke.de/docs/GW13086.htm,https://data.cerl.org/istc/ih00433000,
13087,Horae.,"Horae. [Paris: Pierre Le Rouge, um 1490].",Paris,1490,1490,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13087.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
1308750N,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Guy Marchant] für Antoine Vérard, 6.XII.1489. 4°",Paris,1489,1489,,,https://gesamtkatalogderwiegendrucke.de/docs/GW1308750N.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13088,Horae.,"Horae. Paris: [Jean Du Pré] für Antoine Vérard, 21.VIII.1486. 8°",Paris,1486,1486,,,https://gesamtkatalogderwiegendrucke.de/docs/GW13088.htm,,Im GW-Kopf keine ISTC-Verknüpfung gefunden
13089,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Guy Marchant] für Antoine Vérard, 5.I.1489/90. 4°",Paris,1489,1490,,ih00324700,https://gesamtkatalogderwiegendrucke.de/docs/GW13089.htm,https://data.cerl.org/istc/ih00324700,
13090,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 24.XII.1491. 8 °",Paris,1491,1491,,ih00369355,https://gesamtkatalogderwiegendrucke.de/docs/GW13090.htm,https://data.cerl.org/istc/ih00369355,
13091,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 8.V.1492. 8°",Paris,1492,1492,,ih00370200,https://gesamtkatalogderwiegendrucke.de/docs/GW13091.htm,https://data.cerl.org/istc/ih00370200,
13092,Horae.,"Horae. [Paris: Drucker der Horae (GW 13092), vor 10.VII.1493]. 4°",Paris,1493,1493,,ih00367600,https://gesamtkatalogderwiegendrucke.de/docs/GW13092.htm,https://data.cerl.org/istc/ih00367600,
13093,Horae ad usum Sarum (Salisbury).,"Horae ad usum Sarum (Salisbury). [Paris oder Rouen: Drucker der Horae ad usum Sarum (GW 13093)], 1495. 4°",Paris oder Rouen,1495,1495,,ih00420580,https://gesamtkatalogderwiegendrucke.de/docs/GW13093.htm,https://data.cerl.org/istc/ih00420580,
13094,Horae ad usum Remensem (Reims) (Almanach 1494–1521).,"Horae ad usum Remensem (Reims) (Almanach 1494–1521). Paris: [Jean Du Pré], 17.V.1495. 8°",Paris,1495,1495,,ih00357160,https://gesamtkatalogderwiegendrucke.de/docs/GW13094.htm,https://data.cerl.org/istc/ih00357160,
13095,Horae ad usum Bisuntinensem (Besançon) (Almanach 1494–1521).,"Horae ad usum Bisuntinensem (Besançon) (Almanach 1494–1521). Paris: [Jean Du Pré], 20.VI.1495. 8°",Paris,1495,1495,,ih00339520,https://gesamtkatalogderwiegendrucke.de/docs/GW13095.htm,https://data.cerl.org/istc/ih00339520,
13096,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: [Jean Morand(?)] für Antoine Vérard, 8.VII.1495. 8°",Paris,1495,1495,,ih00377780,https://gesamtkatalogderwiegendrucke.de/docs/GW13096.htm,https://data.cerl.org/istc/ih00377780,
13097,Horae ad usum Parisiensem (Paris).,"Horae ad usum Parisiensem (Paris). Paris: [Jean Morand(?)] für Antoine Vérard, 8.VII.1495. 8°",Paris,1495,1495,,ih00352300,https://gesamtkatalogderwiegendrucke.de/docs/GW13097.htm,https://data.cerl.org/istc/ih00352300,
13098,Horae ad usum Romanum (Almanach 1494–1521).,"Horae ad usum Romanum (Almanach 1494–1521). Paris: Jean Du Pré, 18.VII.1495. 8°",Paris,1495,1495,,ih00377790,https://gesamtkatalogderwiegendrucke.de/docs/GW13098.htm,https://data.cerl.org/istc/ih00377790,
13099,Horae ad usum Santonensem (Saintes).,"Horae ad usum Santonensem (Saintes). [Paris: Etienne Jehannot, um 1498]. 8°",Paris,1498,1498,,ih00419600,https://gesamtkatalogderwiegendrucke.de/docs/GW13099.htm,https://data.cerl.org/istc/ih00419600,
13100,Horae ad usum Parisiensem (Paris) (Almanach 1497–1520).,"Horae ad usum Parisiensem (Paris) (Almanach 1497–1520). Paris: Thielmann Kerver, 9.IV.1499. 8°",Paris,1499,1499,,ih00354400,https://gesamtkatalogderwiegendrucke.de/docs/GW13100.htm,https://data.cerl.org/istc/ih00354400,
13101,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris]: Georg Wolff und Thielmann Kerver, 26.IV.1499. 8°",Paris,1499,1499,,ih00399500,https://gesamtkatalogderwiegendrucke.de/docs/GW13101.htm,https://data.cerl.org/istc/ih00399500,
13102,Horae ad usum Cabilonensem (Chalon-sur-Saône) (Almanach 1497–1520).,"Horae ad usum Cabilonensem (Chalon-sur-Saône) (Almanach 1497–1520). [Paris]: Thielmann Kerver für Hugues Pageot in Dijon, 7.X.1499. 8°",Paris,1499,1499,,ih00341500,https://gesamtkatalogderwiegendrucke.de/docs/GW13102.htm,https://data.cerl.org/istc/ih00341500,
13103,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: André Bocard], 22.X.1500. 8°",Paris,1500,1500,,ih00407000,https://gesamtkatalogderwiegendrucke.de/docs/GW13103.htm,https://data.cerl.org/istc/ih00407000,
13104,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris]: Thielmann Kerver für Gilles Remacle, 5.I.1500/01. 8°",Paris,1500,1501,,ih00411550,https://gesamtkatalogderwiegendrucke.de/docs/GW13104.htm,https://data.cerl.org/istc/ih00411550,
13105,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris: André Bocard], 20.I.1500/01. 8°",Paris,1500,1501,,ih00411600,https://gesamtkatalogderwiegendrucke.de/docs/GW13105.htm,https://data.cerl.org/istc/ih00411600,
13106,Horae ad usum Parisiensem (Paris) (Almanach 1497–1520).,"Horae ad usum Parisiensem (Paris) (Almanach 1497–1520). [Paris: André Bocard], 20.I.1500/01. 8°",Paris,1500,1501,,ih00411620,https://gesamtkatalogderwiegendrucke.de/docs/GW13106.htm,https://data.cerl.org/istc/ih00411620,
13107,Horae ad usum Parisiensem (Paris) (Almanach 1497–1520).,"Horae ad usum Parisiensem (Paris) (Almanach 1497–1520). Paris: Thielmann Kerver für Gilles Remacle, 3.II.1500/01. 8°",Paris,1500,1501,,ih00355000,https://gesamtkatalogderwiegendrucke.de/docs/GW13107.htm,https://data.cerl.org/istc/ih00355000,
13108,Horae ad usum Leodiensem (Liège) (Almanach 1497–1520).,"Horae ad usum Leodiensem (Liège) (Almanach 1497–1520). [Paris]: Thielmann Kerver für Gilles Remacle, 8.II.1500/01. 8°",Paris,1500,1501,,ih00345480,https://gesamtkatalogderwiegendrucke.de/docs/GW13108.htm,https://data.cerl.org/istc/ih00345480,
13109,Horae ad usum Cameracensem (Cambrai) (Almanach 1497–1520).,"Horae ad usum Cameracensem (Cambrai) (Almanach 1497–1520). [Paris]: Thielmann Kerver für Gilles Remacle, 15.III.1500/01. 8°",Paris,1500,1501,,ih00341800,https://gesamtkatalogderwiegendrucke.de/docs/GW13109.htm,https://data.cerl.org/istc/ih00341800,
13110,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris]: Thielmann Kerver, 10.IV.1500/01. 8°",Paris,1500,1501,,ih00411670,https://gesamtkatalogderwiegendrucke.de/docs/GW13110.htm,https://data.cerl.org/istc/ih00411670,
13111,Horae ad usum Parisiensem (Paris).,"Horae ad usum Parisiensem (Paris). Paris: Jean Du Pré, 18.II.1487/88. 4°",Paris,1487,1488,,ih00357900,https://gesamtkatalogderwiegendrucke.de/docs/GW13111.htm,https://data.cerl.org/istc/ih00357900,
13112,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). Paris: Antoine Vérard, 20.X.1489. 8°",Paris,1489,1489,,ih00362300,https://gesamtkatalogderwiegendrucke.de/docs/GW13112.htm,https://data.cerl.org/istc/ih00362300,
13113,"Horae ad usum Pictaviensem (Poitiers) (Almanach 1489–1508). Darin: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam, franz.","Horae ad usum Pictaviensem (Poitiers) (Almanach 1489–1508). Darin: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam, franz. Paris: Antoine Vérard, 20.II.1489/90. 8°",Paris,1489,1490,franz.,ih00357050,https://gesamtkatalogderwiegendrucke.de/docs/GW13113.htm,https://data.cerl.org/istc/ih00357050,
13114,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Jean Du Pré, 1490. 8°",Paris,1490,1490,,ih00365500,https://gesamtkatalogderwiegendrucke.de/docs/GW13114.htm,https://data.cerl.org/istc/ih00365500,
13115,"Horae. Darin: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam, franz.","Horae. Darin: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam, franz. Paris: Antoine Vérard, 20.VII.1490. 8°",Paris,1490,1490,franz.,ih00325700,https://gesamtkatalogderwiegendrucke.de/docs/GW13115.htm,https://data.cerl.org/istc/ih00325700,
13116,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris]: Jean Du Pré, [nicht vor 1492(?)]. 8°",Paris,1492,1492,,ih00370550,https://gesamtkatalogderwiegendrucke.de/docs/GW13116.htm,https://data.cerl.org/istc/ih00370550,
13117,Horae ad usum Romanum (Almanach 1492–1508).,"Horae ad usum Romanum (Almanach 1492–1508). Paris: Jean Morand für Geoffroi de Marnef, 12.II.1492/93. 8°",Paris,1492,1493,,ih00371000,https://gesamtkatalogderwiegendrucke.de/docs/GW13117.htm,https://data.cerl.org/istc/ih00371000,
13118,Horae ad usum Andegavensem (Angers).,"Horae ad usum Andegavensem (Angers). Paris: [Jean Morand] für Enguilbert de Marnef und Jean Alexandre, 7.III.1492/93. 8°",Paris,1492,1493,,ih00338700,https://gesamtkatalogderwiegendrucke.de/docs/GW13118.htm,https://data.cerl.org/istc/ih00338700,
13119,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: Laurent Philippe, 10.VII.1493. 4°",Paris,1493,1493,,ih00374200,https://gesamtkatalogderwiegendrucke.de/docs/GW13119.htm,https://data.cerl.org/istc/ih00374200,
13120,Horae ad usum Cameracensem (Cambrai).,"Horae ad usum Cameracensem (Cambrai). Paris: [Etienne Jehannot] für Johannes de Campis in Cambrai, 26.II.1494/95. 8°",Paris,1494,1495,,ih00341700,https://gesamtkatalogderwiegendrucke.de/docs/GW13120.htm,https://data.cerl.org/istc/ih00341700,
13121,Horae ad usum Parisiensem (Paris) (Almanach 1495–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1495–1508). Paris: Michel Toulouse, 3.III.[nicht nach 1496]. 8°",Paris,1496,1496,,ih00352400,https://gesamtkatalogderwiegendrucke.de/docs/GW13121.htm,https://data.cerl.org/istc/ih00352400,
13122,Horae ad usum Parisiensem (Paris) (Almanach 1493–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1493–1508). [Paris]: Etienne Jehannot, [um 1497]. 8°",Paris,1497,1497,,ih00352000,https://gesamtkatalogderwiegendrucke.de/docs/GW13122.htm,https://data.cerl.org/istc/ih00352000,
13123,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). Paris: Etienne Jehannot, [um 1497/99]. 8°",Paris,1497,1499,,ih00401300,https://gesamtkatalogderwiegendrucke.de/docs/GW13123.htm,https://data.cerl.org/istc/ih00401300,
13124,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). [Paris: Etienne Jehannot, um 1497/99]. 8°",Paris,1497,1499,,ih00392150,https://gesamtkatalogderwiegendrucke.de/docs/GW13124.htm,https://data.cerl.org/istc/ih00392150,
13125,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). Paris: Etienne Jehannot für Jean Petit, [um 1497/99]. 8°",Paris,1497,1499,,ih00392200,https://gesamtkatalogderwiegendrucke.de/docs/GW13125.htm,https://data.cerl.org/istc/ih00392200,
