mapping_id,station_type,match_field,source_key,source_label,affected_station_count,source_context_ids,resolved_name,resolution_level,country_code,place_authority,place_authority_id,place_authority_url,place_wikidata_id,institution_wikidata_id,latitude,longitude,resolution_status,resolution_method,source_record_url,resolution_note,match_context_field,match_context_key,apply_to_existing_coordinates
current_holding-histcopy,current_holding,institution_id,HistCopy,Historical Copy,2,00201166 | 00201167,Historical Copy,none,,,,,,,,,non_geographic,non_geographic,https://data.cerl.org/holdinst/HistCopy,CERL/MEI placeholder 'Historical Copy'; not a holding location.
current_holding-ljubljananuk,current_holding,institution_id,LjubljanaNUK,"Ljubljana, Narodna in univerzitetna knjižnica",1,00201995,Ljubljana,city,SI,GeoNames,3196359,https://www.geonames.org/3196359,,Q1520466,46.05108,14.50513,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/LjubljanaNUK,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-londonbl,current_holding,institution_id,LondonBL,"London, British Library",4,02000909 | 02000952 | 02137556 | 02149728,London,city,GB,GeoNames,2643743,https://www.geonames.org/2643743,,Q23308,51.50853,-0.12574,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/LondonBL,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-londoncdondi,current_holding,institution_id,LondonCDondi,"London, C. Dondi",1,00200533,London,city,GB,GeoNames,2643743,https://www.geonames.org/2643743,,,51.50853,-0.12574,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/LondonCDondi,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-londonlambeth,current_holding,institution_id,LondonLambeth,"London, Lambeth Palace Library",1,02010644,London,city,GB,GeoNames,2643743,https://www.geonames.org/2643743,,Q30264838,51.50853,-0.12574,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/LondonLambeth,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-maceratac,current_holding,institution_id,MacerataC,"Macerata, Biblioteca Comunale Mozzi-Borgetti",1,00200540,Macerata,city,IT,GeoNames,3174380,https://www.geonames.org/3174380,,,43.29789,13.45293,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/MacerataC,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-madridbpalacioreal,current_holding,institution_id,MadridBPalacioReal,"Madrid, Real Biblioteca",1,02010269,Madrid,city,ES,GeoNames,3117735,https://www.geonames.org/3117735,,,40.41650,-3.70256,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/MadridBPalacioReal,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-manchesterjrl,current_holding,institution_id,ManchesterJRL,"Manchester, University of Manchester, John Rylands Research Institute and Library",2,02003959 | 02003960,Manchester,city,GB,GeoNames,2643123,https://www.geonames.org/2643123,,Q773989,53.48095,-2.23743,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/ManchesterJRL,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-mantovac,current_holding,institution_id,MantovaC,"Mantova, Biblioteca Comunale Teresiana",1,00201811,Mantova,city,IT,GeoNames,3174051,https://www.geonames.org/3174051,,,45.16031,10.79784,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/MantovaC,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
current_holding-milanon,current_holding,institution_id,MilanoN,"Milano, Biblioteca Nazionale Braidense",2,02003961 | 02128157,Milan,city,IT,GeoNames,3173435,https://www.geonames.org/3173435,,,45.46427,9.18951,resolved,cerl_holding_city_to_geonames,https://data.cerl.org/holdinst/MilanoN,"The holding institution is mapped to its city-level GeoNames point, not to building coordinates."
